# campaign: vco-tuning-range
# record_id: 20260731-175947-0a12e6c
# generated_utc: 2026-07-31T18:00:13Z
# pdk_variant: gf180mcuD
# pdk_open_pdks_hash: c6d73a35f524070e85faff4a6a9eef49553ebc2b
# pdk_root: /Users/rwalters/.volare/gf180mcuD
# model_file: libs.tech/ngspice/sm141064.ngspice (+ sm141064_mim.ngspice via mimcap_* sections)
# switches: design.ngspice defaults (sw_stat_global=0, sw_stat_mismatch=0 -> nominal skew, no Monte Carlo)
# simulator: ngspice-46
# netlist: design/vco.sch -> sim/vco-tuning-range/netlist-snapshots/20260731-175947-0a12e6c.spice
# corners: 7 bundles{typical,ff,ss,fs,sf,all-slow,all-fast} x temp{-40,27,125}C x vdd{2.97,3.30,3.63}V x band{0..7} x vctrl{0.9..2.7 in 0.3V} = 3528 points
# dut: 5-stage current-starved single-ended CMOS ring VCO (DR-001 Decision 2),
#   3-bit band select via three cascaded switched-ratio mirror stages
#   (x1.65 / x1.65^2 / x1.65^4), fine control by a source-degenerated V->I
#   converter offset by a 2*Vgs reference so I_sum ~ (Vctrl + Voff)/Rdeg.
#   Topology and sizing rationale: design/README.md.
# fosc_hz: measured at the buffered output CLK over 4 whole cycles after tsettle
# isupply_a: average current out of that instance's own VDD_VCO ammeter over
#   the measurement window (whole block: bias + ring + output buffer + decap)
# bundles: typical/ff/ss/fs/sf are MOS-only (res_typical, moscap_typical);
#   all-slow = ss+res_ss+moscap_ss ; all-fast = ff+res_ff+moscap_ff
bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,isupply_a
fs,27,2.97,3,1.2,2.46104e+07,8.66829e-05
fs,27,2.97,3,1.5,2.9372e+07,9.82711e-05
fs,27,2.97,3,1.8,3.43617e+07,0.000110774
fs,27,2.97,3,2.1,3.94667e+07,0.000124016
fs,27,2.97,3,2.4,4.48061e+07,0.000136486
fs,27,2.97,3,2.7,5.02976e+07,0.000148597
fs,27,2.97,4,0.9,3.46737e+07,8.36053e-05
fs,27,2.97,4,1.2,4.25377e+07,9.66759e-05
fs,27,2.97,4,1.5,5.09462e+07,0.00011042
fs,27,2.97,4,1.8,5.97862e+07,0.000125036
fs,27,2.97,4,2.1,6.89729e+07,0.000139346
fs,27,2.97,4,2.4,7.84045e+07,0.000153842
fs,27,2.97,4,2.7,8.82866e+07,0.000168255
fs,27,2.97,5,0.9,5.8353e+07,0.000115337
fs,27,2.97,5,1.2,7.19546e+07,0.000134525
fs,27,2.97,5,1.5,8.6616e+07,0.000155009
fs,27,2.97,5,1.8,1.02108e+08,0.000176645
fs,27,2.97,5,2.1,1.18314e+08,0.000198907
fs,27,2.97,5,2.4,1.34993e+08,0.000221381
fs,27,2.97,5,2.7,1.52027e+08,0.000242899
fs,27,2.97,6,0.9,1.02513e+08,0.000164475
fs,27,2.97,6,1.2,1.27119e+08,0.000193984
fs,27,2.97,6,1.5,1.53479e+08,0.000225389
fs,27,2.97,6,1.8,1.81082e+08,0.00025603
fs,27,2.97,6,2.1,2.09275e+08,0.000288274
fs,27,2.97,6,2.4,2.37825e+08,0.000320574
fs,27,2.97,6,2.7,2.66503e+08,0.00035281
fs,27,2.97,7,0.9,1.76699e+08,0.000245303
fs,27,2.97,7,1.2,2.18441e+08,0.000290024
fs,27,2.97,7,1.5,2.62081e+08,0.000338228
fs,27,2.97,7,1.8,3.06296e+08,0.000385632
fs,27,2.97,7,2.1,3.50375e+08,0.000432957
fs,27,2.97,7,2.4,3.93754e+08,0.000481479
fs,27,2.97,7,2.7,4.36242e+08,0.00052927
fs,27,3.30,0,0.9,4045430,4.68399e-05
fs,27,3.30,0,1.2,4876540,5.25678e-05
fs,27,3.30,0,1.5,5752210,5.73498e-05
fs,27,3.30,0,1.8,6643860,6.26986e-05
fs,27,3.30,0,2.1,7562400,6.86973e-05
fs,27,3.30,0,2.4,8490490,7.24702e-05
fs,27,3.30,0,2.7,9442840,7.84263e-05
fs,27,3.30,1,0.9,6527400,5.61941e-05
fs,27,3.30,1,1.2,7875160,6.19276e-05
fs,27,3.30,1,1.5,9292870,6.96382e-05
fs,27,3.30,1,1.8,1.07682e+07,7.60874e-05
fs,27,3.30,1,2.1,1.22537e+07,8.4137e-05
fs,27,3.30,1,2.4,1.37874e+07,9.00433e-05
fs,27,3.30,1,2.7,1.53438e+07,9.76678e-05
fs,27,3.30,2,0.9,1.08769e+07,6.25077e-05
fs,27,3.30,2,1.2,1.31575e+07,7.08057e-05
fs,27,3.30,2,1.5,1.55464e+07,7.95184e-05
fs,27,3.30,2,1.8,1.80561e+07,8.85448e-05
fs,27,3.30,2,2.1,2.06194e+07,9.68823e-05
fs,27,3.30,2,2.4,2.3231e+07,0.000105197
fs,27,3.30,2,2.7,2.58638e+07,0.000114596
fs,27,3.30,3,0.9,1.76992e+07,8.02464e-05
fs,27,3.30,3,1.2,2.14771e+07,9.22091e-05
fs,27,3.30,3,1.5,2.5482e+07,0.00010455
fs,27,3.30,3,1.8,2.96513e+07,0.000117691
fs,27,3.30,3,2.1,3.39646e+07,0.000129845
fs,27,3.30,3,2.4,3.83992e+07,0.000142315
fs,27,3.30,3,2.7,4.29073e+07,0.000155398
fs,27,3.30,4,0.9,3.01917e+07,8.90447e-05
fs,27,3.30,4,1.2,3.67596e+07,0.000103788
fs,27,3.30,4,1.5,4.37798e+07,0.000116689
fs,27,3.30,4,1.8,5.11137e+07,0.000131079
fs,27,3.30,4,2.1,5.87572e+07,0.000146117
fs,27,3.30,4,2.4,6.66046e+07,0.000160898
fs,27,3.30,4,2.7,7.46807e+07,0.000177009
fs,27,3.30,5,0.9,5.00582e+07,0.000122076
fs,27,3.30,5,1.2,6.13173e+07,0.000143288
fs,27,3.30,5,1.5,7.34224e+07,0.000164439
fs,27,3.30,5,1.8,8.61508e+07,0.00018538
fs,27,3.30,5,2.1,9.9474e+07,0.000206862
fs,27,3.30,5,2.4,1.13396e+08,0.000230424
fs,27,3.30,5,2.7,1.27437e+08,0.000251957
fs,27,3.30,6,0.9,8.71619e+07,0.000174145
fs,27,3.30,6,1.2,1.075e+08,0.000202297
fs,27,3.30,6,1.5,1.29466e+08,0.00023473
fs,27,3.30,6,1.8,1.52836e+08,0.000266863
fs,27,3.30,6,2.1,1.77164e+08,0.000300243
fs,27,3.30,6,2.4,2.02286e+08,0.000334061
fs,27,3.30,6,2.7,2.27808e+08,0.000369444
fs,27,3.30,7,0.9,1.49434e+08,0.000256201
fs,27,3.30,7,1.2,1.85351e+08,0.000305909
fs,27,3.30,7,1.5,2.23964e+08,0.000353679
fs,27,3.30,7,1.8,2.64154e+08,0.000404513
fs,27,3.30,7,2.1,3.0507e+08,0.000453414
fs,27,3.30,7,2.4,3.46297e+08,0.000504709
fs,27,3.30,7,2.7,3.87576e+08,0.000555793
fs,27,3.63,0,0.9,3753480,5.23972e-05
fs,27,3.63,0,1.2,4508060,5.69755e-05
fs,27,3.63,0,1.5,5300250,6.33584e-05
fs,27,3.63,0,1.8,6105530,6.7286e-05
fs,27,3.63,0,2.1,6916260,7.36133e-05
fs,27,3.63,0,2.4,7750180,7.86333e-05
fs,27,3.63,0,2.7,8597560,8.39979e-05
fs,27,3.63,1,0.9,6000880,6.159e-05
fs,27,3.63,1,1.2,7207940,6.83679e-05
fs,27,3.63,1,1.5,8480690,7.65131e-05
fs,27,3.63,1,1.8,9788010,8.24112e-05
fs,27,3.63,1,2.1,1.11289e+07,8.9247e-05
fs,27,3.63,1,2.4,1.24819e+07,9.80407e-05
fs,27,3.63,1,2.7,1.38478e+07,0.000103852
fs,27,3.63,2,0.9,9955720,6.85534e-05
fs,27,3.63,2,1.2,1.19834e+07,7.79197e-05
fs,27,3.63,2,1.5,1.41101e+07,8.62042e-05
fs,27,3.63,2,1.8,1.63134e+07,9.46335e-05
fs,27,3.63,2,2.1,1.85428e+07,0.00010374
fs,27,3.63,2,2.4,2.08287e+07,0.000112964
fs,27,3.63,2,2.7,2.31809e+07,0.000121418
fs,27,3.63,3,0.9,1.60276e+07,8.61807e-05
fs,27,3.63,3,1.2,1.93456e+07,9.96308e-05
fs,27,3.63,3,1.5,2.284e+07,0.000112211
fs,27,3.63,3,1.8,2.65133e+07,0.000126027
fs,27,3.63,3,2.1,3.02149e+07,0.000137808
fs,27,3.63,3,2.4,3.40466e+07,0.000150202
fs,27,3.63,3,2.7,3.79824e+07,0.000165419
fs,27,3.63,4,0.9,2.71858e+07,9.75222e-05
fs,27,3.63,4,1.2,3.29171e+07,0.00010983
fs,27,3.63,4,1.5,3.89917e+07,0.00012622
fs,27,3.63,4,1.8,4.53346e+07,0.000139248
fs,27,3.63,4,2.1,5.1883e+07,0.000155289
fs,27,3.63,4,2.4,5.85583e+07,0.000170972
fs,27,3.63,4,2.7,6.54122e+07,0.000186101
fs,27,3.63,5,0.9,4.45233e+07,0.000132012
fs,27,3.63,5,1.2,5.42024e+07,0.000152946
fs,27,3.63,5,1.5,6.4559e+07,0.000174354
fs,27,3.63,5,1.8,7.54251e+07,0.000195376
fs,27,3.63,5,2.1,8.66519e+07,0.000218008
fs,27,3.63,5,2.4,9.8272e+07,0.000239815
fs,27,3.63,5,2.7,1.10442e+08,0.000263121
fs,27,3.63,6,0.9,7.67547e+07,0.000185031
fs,27,3.63,6,1.2,9.40045e+07,0.000213166
fs,27,3.63,6,1.5,1.12696e+08,0.000246091
fs,27,3.63,6,1.8,1.32403e+08,0.000279803
fs,27,3.63,6,2.1,1.53073e+08,0.000313926
fs,27,3.63,6,2.4,1.74489e+08,0.000347582
fs,27,3.63,6,2.7,1.96715e+08,0.000383337
fs,27,3.63,7,0.9,1.29891e+08,0.000270093
fs,27,3.63,7,1.2,1.60473e+08,0.000317626
fs,27,3.63,7,1.5,1.93642e+08,0.00037012
fs,27,3.63,7,1.8,2.2878e+08,0.000421528
fs,27,3.63,7,2.1,2.65267e+08,0.000475812
fs,27,3.63,7,2.4,3.02657e+08,0.000527065
fs,27,3.63,7,2.7,3.40784e+08,0.000580312
fs,125,2.97,0,0.9,4822690,5.75686e-05
fs,125,2.97,0,1.2,5811160,6.29731e-05
fs,125,2.97,0,1.5,6849490,6.8259e-05
fs,125,2.97,0,1.8,7931380,7.39445e-05
fs,125,2.97,0,2.1,9022090,8.04431e-05
fs,125,2.97,0,2.4,1.01473e+07,8.69346e-05
fs,125,2.97,0,2.7,1.12883e+07,9.19361e-05
fs,125,2.97,1,0.9,7884990,6.72956e-05
fs,125,2.97,1,1.2,9522080,7.43937e-05
fs,125,2.97,1,1.5,1.12498e+07,8.22274e-05
fs,125,2.97,1,1.8,1.30434e+07,9.01238e-05
fs,125,2.97,1,2.1,1.48616e+07,9.80237e-05
fs,125,2.97,1,2.4,1.67732e+07,0.000106421
fs,125,2.97,1,2.7,1.86838e+07,0.000113769
fs,125,2.97,2,0.9,1.31634e+07,7.50482e-05
fs,125,2.97,2,1.2,1.59484e+07,8.4288e-05
fs,125,2.97,2,1.5,1.89076e+07,9.23717e-05
fs,125,2.97,2,1.8,2.19813e+07,0.000102661
fs,125,2.97,2,2.1,2.51549e+07,0.000112072
fs,125,2.97,2,2.4,2.84322e+07,0.00012169
fs,125,2.97,2,2.7,3.17691e+07,0.000131744
fs,125,2.97,3,0.9,2.18775e+07,9.45687e-05
fs,125,2.97,3,1.2,2.66042e+07,0.000107616
fs,125,2.97,3,1.5,3.16607e+07,0.000120561
fs,125,2.97,3,1.8,3.69541e+07,0.000135096
fs,125,2.97,3,2.1,4.2463e+07,0.000149016
fs,125,2.97,3,2.4,4.8163e+07,0.000163975
fs,125,2.97,3,2.7,5.39559e+07,0.000177424
fs,125,2.97,4,0.9,3.88346e+07,0.000105488
fs,125,2.97,4,1.2,4.74373e+07,0.00012093
fs,125,2.97,4,1.5,5.66564e+07,0.00013597
fs,125,2.97,4,1.8,6.64132e+07,0.000153092
fs,125,2.97,4,2.1,7.65936e+07,0.00016842
fs,125,2.97,4,2.4,8.71214e+07,0.000185674
fs,125,2.97,4,2.7,9.80883e+07,0.000202088
fs,125,2.97,5,0.9,6.60953e+07,0.000144444
fs,125,2.97,5,1.2,8.12683e+07,0.000167893
fs,125,2.97,5,1.5,9.76541e+07,0.000190226
fs,125,2.97,5,1.8,1.14966e+08,0.000214908
fs,125,2.97,5,2.1,1.33013e+08,0.000240949
fs,125,2.97,5,2.4,1.5168e+08,0.000265058
fs,125,2.97,5,2.7,1.70652e+08,0.000290626
fs,125,2.97,6,0.9,1.16243e+08,0.000201858
fs,125,2.97,6,1.2,1.43629e+08,0.000234398
fs,125,2.97,6,1.5,1.72812e+08,0.000270946
fs,125,2.97,6,1.8,2.03025e+08,0.000306713
fs,125,2.97,6,2.1,2.33678e+08,0.000342178
fs,125,2.97,6,2.4,2.64416e+08,0.000377578
fs,125,2.97,6,2.7,2.94985e+08,0.00041298
fs,125,2.97,7,0.9,2.02003e+08,0.000296082
fs,125,2.97,7,1.2,2.47474e+08,0.000348184
fs,125,2.97,7,1.5,2.94011e+08,0.000401104
fs,125,2.97,7,1.8,3.40298e+08,0.000454435
fs,125,2.97,7,2.1,3.8549e+08,0.000506796
fs,125,2.97,7,2.4,4.29203e+08,0.000558316
fs,125,2.97,7,2.7,4.71136e+08,0.000607619
fs,125,3.30,0,0.9,4361610,6.12688e-05
fs,125,3.30,0,1.2,5237120,6.82188e-05
fs,125,3.30,0,1.5,6155410,7.22216e-05
fs,125,3.30,0,1.8,7083970,7.84661e-05
fs,125,3.30,0,2.1,8047070,8.50274e-05
fs,125,3.30,0,2.4,9023470,9.07981e-05
fs,125,3.30,0,2.7,1.00284e+07,9.62078e-05
fs,125,3.30,1,0.9,7077560,7.23188e-05
fs,125,3.30,1,1.2,8502690,7.99929e-05
fs,125,3.30,1,1.5,1.00038e+07,8.70469e-05
fs,125,3.30,1,1.8,1.15449e+07,9.49566e-05
fs,125,3.30,1,2.1,1.31453e+07,0.000102782
fs,125,3.30,1,2.4,1.47629e+07,0.000112589
fs,125,3.30,1,2.7,1.64156e+07,0.000120235
fs,125,3.30,2,0.9,1.17291e+07,8.02512e-05
fs,125,3.30,2,1.2,1.41414e+07,8.91787e-05
fs,125,3.30,2,1.5,1.66865e+07,9.84953e-05
fs,125,3.30,2,1.8,1.93171e+07,0.000107716
fs,125,3.30,2,2.1,2.20239e+07,0.00011858
fs,125,3.30,2,2.4,2.44828e+07,0.000128772
fs,125,3.30,2,2.7,2.76495e+07,0.000137812
fs,125,3.30,3,0.9,1.92674e+07,0.000100861
fs,125,3.30,3,1.2,2.33095e+07,0.000113817
fs,125,3.30,3,1.5,2.75932e+07,0.000127202
fs,125,3.30,3,1.8,3.20748e+07,0.000140575
fs,125,3.30,3,2.1,3.67083e+07,0.000156011
fs,125,3.30,3,2.4,4.14795e+07,0.00017045
fs,125,3.30,3,2.7,4.63547e+07,0.000185468
fs,125,3.30,4,0.9,3.3835e+07,0.000112322
fs,125,3.30,4,1.2,4.11625e+07,0.000128056
fs,125,3.30,4,1.5,4.89194e+07,0.00014339
fs,125,3.30,4,1.8,5.70409e+07,0.000158632
fs,125,3.30,4,2.1,6.5541e+07,0.000176365
fs,125,3.30,4,2.4,7.42811e+07,0.000193174
fs,125,3.30,4,2.7,8.33359e+07,0.00021052
fs,125,3.30,5,0.9,5.68945e+07,0.000150547
fs,125,3.30,5,1.2,6.95225e+07,0.000175023
fs,125,3.30,5,1.5,8.31399e+07,0.000199553
fs,125,3.30,5,1.8,9.74864e+07,0.000223256
fs,125,3.30,5,2.1,1.12573e+08,0.000248842
fs,125,3.30,5,2.4,1.28256e+08,0.00027438
fs,125,3.30,5,2.7,1.44527e+08,0.000300128
fs,125,3.30,6,0.9,9.91325e+07,0.000209668
fs,125,3.30,6,1.2,1.22149e+08,0.000245355
fs,125,3.30,6,1.5,1.47072e+08,0.000282077
fs,125,3.30,6,1.8,1.73336e+08,0.000318872
fs,125,3.30,6,2.1,2.00476e+08,0.000354471
fs,125,3.30,6,2.4,2.28325e+08,0.000393594
fs,125,3.30,6,2.7,2.56493e+08,0.000430736
fs,125,3.30,7,0.9,1.72828e+08,0.000310802
fs,125,3.30,7,1.2,2.13273e+08,0.000365425
fs,125,3.30,7,1.5,2.55941e+08,0.000420258
fs,125,3.30,7,1.8,2.99533e+08,0.000477195
fs,125,3.30,7,2.1,3.43223e+08,0.000532872
fs,125,3.30,7,2.4,3.86415e+08,0.000584472
fs,125,3.30,7,2.7,4.28728e+08,0.00064316
fs,125,3.63,0,0.9,4042930,6.65411e-05
fs,125,3.63,0,1.2,4835380,7.12621e-05
fs,125,3.63,0,1.5,5654710,7.87405e-05
fs,125,3.63,0,1.8,6509530,8.45649e-05
fs,125,3.63,0,2.1,7376560,9.0377e-05
fs,125,3.63,0,2.4,8237740,9.6227e-05
fs,125,3.63,0,2.7,9142270,0.000103462
fs,125,3.63,1,0.9,6502840,7.85133e-05
fs,125,3.63,1,1.2,7786410,8.45946e-05
fs,125,3.63,1,1.5,9122210,9.24845e-05
fs,125,3.63,1,1.8,1.0508e+07,0.000102342
fs,125,3.63,1,2.1,1.1915e+07,0.000109829
fs,125,3.63,1,2.4,1.33547e+07,0.000116824
fs,125,3.63,1,2.7,1.48139e+07,0.000126186
fs,125,3.63,2,0.9,1.07277e+07,8.77743e-05
fs,125,3.63,2,1.2,1.28698e+07,9.46114e-05
fs,125,3.63,2,1.5,1.51181e+07,0.000104703
fs,125,3.63,2,1.8,1.74543e+07,0.000115079
fs,125,3.63,2,2.1,1.98334e+07,0.000124337
fs,125,3.63,2,2.4,2.22968e+07,0.000133972
fs,125,3.63,2,2.7,2.47674e+07,0.000144585
fs,125,3.63,3,0.9,1.74536e+07,0.000106968
fs,125,3.63,3,1.2,2.10027e+07,0.000120276
fs,125,3.63,3,1.5,2.47576e+07,0.000134151
fs,125,3.63,3,1.8,2.8641e+07,0.000149475
fs,125,3.63,3,2.1,3.26775e+07,0.00016292
fs,125,3.63,3,2.4,3.68409e+07,0.000178158
fs,125,3.63,3,2.7,4.10397e+07,0.00019275
fs,125,3.63,4,0.9,3.05454e+07,0.00011926
fs,125,3.63,4,1.2,3.68642e+07,0.000135622
fs,125,3.63,4,1.5,4.35693e+07,0.000152842
fs,125,3.63,4,1.8,5.05931e+07,0.000168327
fs,125,3.63,4,2.1,5.78297e+07,0.000186321
fs,125,3.63,4,2.4,6.53736e+07,0.000202911
fs,125,3.63,4,2.7,7.30793e+07,0.000219911
fs,125,3.63,5,0.9,5.05932e+07,0.000161331
fs,125,3.63,5,1.2,6.14298e+07,0.000184039
fs,125,3.63,5,1.5,7.30711e+07,0.00020925
fs,125,3.63,5,1.8,8.52936e+07,0.000233299
fs,125,3.63,5,2.1,9.81308e+07,0.00025963
fs,125,3.63,5,2.4,1.11449e+08,0.000285843
fs,125,3.63,5,2.7,1.252e+08,0.000310674
fs,125,3.63,6,0.9,8.72461e+07,0.000220384
fs,125,3.63,6,1.2,1.0688e+08,0.000257307
fs,125,3.63,6,1.5,1.28112e+08,0.000294186
fs,125,3.63,6,1.8,1.50691e+08,0.000329837
fs,125,3.63,6,2.1,1.74342e+08,0.000370804
fs,125,3.63,6,2.4,1.98782e+08,0.000409424
fs,125,3.63,6,2.7,2.23846e+08,0.000447934
fs,125,3.63,7,0.9,1.50685e+08,0.000325036
fs,125,3.63,7,1.2,1.85892e+08,0.000377327
fs,125,3.63,7,1.5,2.2376e+08,0.00043854
fs,125,3.63,7,1.8,2.63244e+08,0.000496902
fs,125,3.63,7,2.1,3.03624e+08,0.000555047
fs,125,3.63,7,2.4,3.44357e+08,0.000612798
fs,125,3.63,7,2.7,3.85068e+08,0.00067024
sf,-40,2.97,0,0.9,4236250,3.87118e-05
sf,-40,2.97,0,1.2,5007040,4.32276e-05
sf,-40,2.97,0,1.5,5850960,4.79114e-05
sf,-40,2.97,0,1.8,6729760,5.16925e-05
sf,-40,2.97,0,2.1,7644340,5.55737e-05
sf,-40,2.97,0,2.4,8586800,6.13949e-05
sf,-40,2.97,0,2.7,9522040,6.58835e-05
sf,-40,2.97,1,0.9,6850290,4.71373e-05
sf,-40,2.97,1,1.2,8123370,5.19371e-05
sf,-40,2.97,1,1.5,9520770,5.75549e-05
sf,-40,2.97,1,1.8,1.09636e+07,6.42623e-05
sf,-40,2.97,1,2.1,1.24664e+07,6.98994e-05
sf,-40,2.97,1,2.4,1.39885e+07,7.55239e-05
sf,-40,2.97,1,2.7,1.55667e+07,8.21463e-05
sf,-40,2.97,2,0.9,1.16031e+07,5.27997e-05
sf,-40,2.97,2,1.2,1.37388e+07,5.96873e-05
sf,-40,2.97,2,1.5,1.61311e+07,6.54683e-05
sf,-40,2.97,2,1.8,1.86239e+07,7.34994e-05
sf,-40,2.97,2,2.1,2.11881e+07,8.17981e-05
sf,-40,2.97,2,2.4,2.38501e+07,8.90239e-05
sf,-40,2.97,2,2.7,2.65984e+07,9.67669e-05
sf,-40,2.97,3,0.9,1.89503e+07,6.89905e-05
sf,-40,2.97,3,1.2,2.2581e+07,7.90279e-05
sf,-40,2.97,3,1.5,2.65612e+07,8.81129e-05
sf,-40,2.97,3,1.8,3.07611e+07,9.94887e-05
sf,-40,2.97,3,2.1,3.50934e+07,0.000109237
sf,-40,2.97,3,2.4,3.97072e+07,0.000120601
sf,-40,2.97,3,2.7,4.42519e+07,0.000131865
sf,-40,2.97,4,0.9,3.17459e+07,7.55483e-05
sf,-40,2.97,4,1.2,3.79119e+07,8.61272e-05
sf,-40,2.97,4,1.5,4.48571e+07,9.85769e-05
sf,-40,2.97,4,1.8,5.20967e+07,0.00010913
sf,-40,2.97,4,2.1,5.98324e+07,0.000121949
sf,-40,2.97,4,2.4,6.7776e+07,0.000135204
sf,-40,2.97,4,2.7,7.58305e+07,0.000147355
sf,-40,2.97,5,0.9,5.30698e+07,0.000104586
sf,-40,2.97,5,1.2,6.37459e+07,0.000120318
sf,-40,2.97,5,1.5,7.5843e+07,0.000138566
sf,-40,2.97,5,1.8,8.85474e+07,0.000156256
sf,-40,2.97,5,2.1,1.02039e+08,0.000174582
sf,-40,2.97,5,2.4,1.16233e+08,0.000194584
sf,-40,2.97,5,2.7,1.30673e+08,0.000214627
sf,-40,2.97,6,0.9,9.41827e+07,0.000151333
sf,-40,2.97,6,1.2,1.13795e+08,0.00017423
sf,-40,2.97,6,1.5,1.36072e+08,0.000200895
sf,-40,2.97,6,1.8,1.59654e+08,0.00022829
sf,-40,2.97,6,2.1,1.84477e+08,0.000256628
sf,-40,2.97,6,2.4,2.10179e+08,0.000285916
sf,-40,2.97,6,2.7,2.36201e+08,0.000314501
sf,-40,2.97,7,0.9,1.62786e+08,0.000225309
sf,-40,2.97,7,1.2,1.97371e+08,0.000263608
sf,-40,2.97,7,1.5,2.35771e+08,0.000306232
sf,-40,2.97,7,1.8,2.75859e+08,0.000348379
sf,-40,2.97,7,2.1,3.17092e+08,0.000391774
sf,-40,2.97,7,2.4,3.58315e+08,0.00043487
sf,-40,2.97,7,2.7,3.99645e+08,0.000477396
sf,-40,3.30,0,0.9,3866780,4.44908e-05
sf,-40,3.30,0,1.2,4549990,4.75647e-05
sf,-40,3.30,0,1.5,5304300,5.32529e-05
sf,-40,3.30,0,1.8,6074130,5.73402e-05
sf,-40,3.30,0,2.1,6887170,6.12827e-05
sf,-40,3.30,0,2.4,7682410,6.63692e-05
sf,-40,3.30,0,2.7,8517470,7.06202e-05
sf,-40,3.30,1,0.9,6194530,5.20745e-05
sf,-40,3.30,1,1.2,7299240,5.66282e-05
sf,-40,3.30,1,1.5,8518240,6.2955e-05
sf,-40,3.30,1,1.8,9768630,6.86619e-05
sf,-40,3.30,1,2.1,1.10728e+07,7.47694e-05
sf,-40,3.30,1,2.4,1.23994e+07,8.26394e-05
sf,-40,3.30,1,2.7,1.37716e+07,8.74483e-05
sf,-40,3.30,2,0.9,1.04026e+07,5.79778e-05
sf,-40,3.30,2,1.2,1.22668e+07,6.63015e-05
sf,-40,3.30,2,1.5,1.43157e+07,7.26342e-05
sf,-40,3.30,2,1.8,1.64561e+07,7.97933e-05
sf,-40,3.30,2,2.1,1.86776e+07,8.71873e-05
sf,-40,3.30,2,2.4,2.09141e+07,9.49113e-05
sf,-40,3.30,2,2.7,2.32837e+07,0.000102963
sf,-40,3.30,3,0.9,1.67886e+07,7.48415e-05
sf,-40,3.30,3,1.2,1.98567e+07,8.49582e-05
sf,-40,3.30,3,1.5,2.32716e+07,9.5231e-05
sf,-40,3.30,3,1.8,2.67874e+07,0.000105749
sf,-40,3.30,3,2.1,3.04839e+07,0.000115972
sf,-40,3.30,3,2.4,3.42747e+07,0.000127306
sf,-40,3.30,3,2.7,3.80732e+07,0.000139191
sf,-40,3.30,4,0.9,2.78912e+07,8.39547e-05
sf,-40,3.30,4,1.2,3.31005e+07,9.48825e-05
sf,-40,3.30,4,1.5,3.89048e+07,0.000106167
sf,-40,3.30,4,1.8,4.49236e+07,0.000117497
sf,-40,3.30,4,2.1,5.13668e+07,0.000131331
sf,-40,3.30,4,2.4,5.77939e+07,0.000142255
sf,-40,3.30,4,2.7,6.45005e+07,0.000156368
sf,-40,3.30,5,0.9,4.58633e+07,0.000114167
sf,-40,3.30,5,1.2,5.46794e+07,0.000129912
sf,-40,3.30,5,1.5,6.45267e+07,0.000148677
sf,-40,3.30,5,1.8,7.5043e+07,0.000166081
sf,-40,3.30,5,2.1,8.59938e+07,0.00018401
sf,-40,3.30,5,2.4,9.73752e+07,0.000204601
sf,-40,3.30,5,2.7,1.09121e+08,0.000223273
sf,-40,3.30,6,0.9,8.02136e+07,0.000158824
sf,-40,3.30,6,1.2,9.6217e+07,0.00018485
sf,-40,3.30,6,1.5,1.14307e+08,0.000210737
sf,-40,3.30,6,1.8,1.33512e+08,0.000240297
sf,-40,3.30,6,2.1,1.52918e+08,0.000268289
sf,-40,3.30,6,2.4,1.75146e+08,0.000298561
sf,-40,3.30,6,2.7,1.97173e+08,0.000327048
sf,-40,3.30,7,0.9,1.36333e+08,0.00023711
sf,-40,3.30,7,1.2,1.64896e+08,0.00027697
sf,-40,3.30,7,1.5,1.97202e+08,0.000319722
sf,-40,3.30,7,1.8,2.31617e+08,0.000363337
sf,-40,3.30,7,2.1,2.67713e+08,0.00040975
sf,-40,3.30,7,2.4,3.04936e+08,0.00045461
sf,-40,3.30,7,2.7,3.42345e+08,0.000499852
sf,-40,3.63,0,0.9,3624970,4.97976e-05
sf,-40,3.63,0,1.2,4248320,5.323e-05
sf,-40,3.63,0,1.5,4933230,5.8511e-05
sf,-40,3.63,0,1.8,5643340,6.20309e-05
sf,-40,3.63,0,2.1,6358290,6.73354e-05
sf,-40,3.63,0,2.4,7091070,7.18592e-05
sf,-40,3.63,0,2.7,7826180,7.52469e-05
sf,-40,3.63,1,0.9,5753330,5.72051e-05
sf,-40,3.63,1,1.2,6757100,6.17377e-05
sf,-40,3.63,1,1.5,7862260,6.79953e-05
sf,-40,3.63,1,1.8,8981190,7.48739e-05
sf,-40,3.63,1,2.1,1.01446e+07,8.42146e-05
sf,-40,3.63,1,2.4,1.13382e+07,8.74319e-05
sf,-40,3.63,1,2.7,1.25294e+07,9.46726e-05
sf,-40,3.63,2,0.9,9613780,6.53461e-05
sf,-40,3.63,2,1.2,1.12994e+07,7.0465e-05
sf,-40,3.63,2,1.5,1.31251e+07,7.91935e-05
sf,-40,3.63,2,1.8,1.50293e+07,8.757e-05
sf,-40,3.63,2,2.1,1.69883e+07,9.57302e-05
sf,-40,3.63,2,2.4,1.899e+07,0.000101772
sf,-40,3.63,2,2.7,2.09642e+07,0.000110208
sf,-40,3.63,3,0.9,1.53408e+07,8.25816e-05
sf,-40,3.63,3,1.2,1.80753e+07,9.22833e-05
sf,-40,3.63,3,1.5,2.10658e+07,0.000102258
