bundle,temp_c,vdd_v,band,vctrl_v,fosc_hz,kvco_hz_per_v,kvco_over_f_per_v,isupply_a,inside_v1_band
all-fast,27,3.63,3,2.70,4.87464e+07,1.645067e+07,0.33747,0.000231168,1
all-fast,27,3.63,4,0.90,3.57994e+07,2.424167e+07,0.67715,0.000144135,1
all-fast,27,3.63,4,1.20,4.30719e+07,2.498317e+07,0.58003,0.000160115,1
all-fast,27,3.63,4,1.50,5.07893e+07,2.61765e+07,0.51539,0.000179699,1
all-fast,27,3.63,4,1.80,5.87778e+07,2.719817e+07,0.46273,0.00020235,1
all-fast,27,3.63,4,2.10,6.71082e+07,2.790333e+07,0.4158,0.000221511,1
all-fast,27,3.63,4,2.40,7.55198e+07,2.868633e+07,0.37985,0.000241241,1
all-fast,27,3.63,4,2.70,8.432e+07,2.9334e+07,0.34789,0.000262109,1
all-fast,27,3.63,5,0.90,5.85292e+07,4.0839e+07,0.69775,0.000191346,1
all-fast,27,3.63,5,1.20,7.07809e+07,4.228983e+07,0.59748,0.000217254,1
all-fast,27,3.63,5,1.50,8.39031e+07,4.48585e+07,0.53465,0.000245694,1
all-fast,27,3.63,5,1.80,9.7696e+07,4.691317e+07,0.4802,0.000277106,1
all-fast,27,3.63,5,2.10,1.12051e+08,4.852167e+07,0.43303,0.000307181,1
all-fast,27,3.63,5,2.40,1.26809e+08,5.024667e+07,0.39624,0.000338377,1
all-fast,27,3.63,5,2.70,1.42199e+08,5.13e+07,0.36076,0.0003699,1
all-fast,27,3.63,6,0.90,1.00962e+08,7.348e+07,0.7278,0.000262394,1
all-fast,27,3.63,6,1.20,1.23006e+08,7.6505e+07,0.62196,0.000306849,1
all-fast,27,3.63,6,1.50,1.46865e+08,8.1935e+07,0.55789,0.000349364,1
all-fast,27,3.63,6,1.80,1.72167e+08,8.634833e+07,0.50154,0.000392687,1
all-fast,27,3.63,6,2.10,1.98674e+08,8.960667e+07,0.45102,0.000439978,1
all-fast,27,3.63,6,2.40,2.25931e+08,9.403667e+07,0.41622,0.000484991,0
all-fast,27,3.63,6,2.70,2.55096e+08,9.721667e+07,0.3811,0.000531995,0
all-fast,27,3.63,7,0.90,1.71221e+08,1.317567e+08,0.76951,0.000380204,1
all-fast,27,3.63,7,1.20,2.10748e+08,1.376467e+08,0.65313,0.000446841,0
all-fast,27,3.63,7,1.50,2.53809e+08,1.48095e+08,0.58349,0.000515491,0
all-fast,27,3.63,7,1.80,2.99605e+08,1.558933e+08,0.52033,0.000586595,0
all-fast,27,3.63,7,2.10,3.47345e+08,1.62175e+08,0.4669,0.000662105,0
all-fast,27,3.63,7,2.40,3.9691e+08,1.665383e+08,0.41959,0.000730163,0
all-fast,27,3.63,7,2.70,4.47268e+08,1.6786e+08,0.3753,0.00080501,0
all-fast,125,2.97,0,0.90,6449000,4102133,0.63609,9.25469e-05,0
all-fast,125,2.97,0,1.20,7679640,4182950,0.54468,9.97753e-05,0
all-fast,125,2.97,0,1.50,8958770,4360933,0.48678,0.000108542,0
all-fast,125,2.97,0,1.80,1.02962e+07,4486383,0.43573,0.000116229,1
all-fast,125,2.97,0,2.10,1.16506e+07,4577667,0.39291,0.000124328,1
all-fast,125,2.97,0,2.40,1.30428e+07,4671500,0.35817,0.000131879,1
all-fast,125,2.97,0,2.70,1.44535e+07,4702333,0.32534,0.000139706,1
all-fast,125,2.97,1,0.90,1.05174e+07,6734667,0.64034,0.000106646,1
all-fast,125,2.97,1,1.20,1.25378e+07,6918833,0.55184,0.000116827,1
all-fast,125,2.97,1,1.50,1.46687e+07,7235167,0.49324,0.000128716,1
all-fast,125,2.97,1,1.80,1.68789e+07,7450667,0.44142,0.000137815,1
all-fast,125,2.97,1,2.10,1.91391e+07,7631000,0.39871,0.000148175,1
all-fast,125,2.97,1,2.40,2.14575e+07,7819000,0.36439,0.000159871,1
all-fast,125,2.97,1,2.70,2.38305e+07,7910000,0.33193,0.000171393,1
all-fast,125,2.97,2,0.90,1.75397e+07,1.1454e+07,0.65303,0.000117685,1
all-fast,125,2.97,2,1.20,2.09759e+07,1.184833e+07,0.56485,0.000129405,1
all-fast,125,2.97,2,1.50,2.46487e+07,1.244483e+07,0.50489,0.000143019,1
all-fast,125,2.97,2,1.80,2.84428e+07,1.283183e+07,0.45115,0.000156684,1
all-fast,125,2.97,2,2.10,3.23478e+07,1.321217e+07,0.40844,0.000168485,1
all-fast,125,2.97,2,2.40,3.63701e+07,1.332533e+07,0.36638,0.000182143,1
all-fast,125,2.97,2,2.70,4.0343e+07,1.3243e+07,0.32826,0.000194875,1
all-fast,125,2.97,3,0.90,2.90845e+07,1.948433e+07,0.66992,0.000146129,1
all-fast,125,2.97,3,1.20,3.49298e+07,2.016383e+07,0.57727,0.000164925,1
all-fast,125,2.97,3,1.50,4.11828e+07,2.130867e+07,0.51742,0.000182483,1
all-fast,125,2.97,3,1.80,4.7715e+07,2.221817e+07,0.46564,0.000201392,1
all-fast,125,2.97,3,2.10,5.45137e+07,2.298e+07,0.42155,0.000220009,1
all-fast,125,2.97,3,2.40,6.1503e+07,2.362217e+07,0.38408,0.000239612,1
all-fast,125,2.97,3,2.70,6.8687e+07,2.394667e+07,0.34863,0.000259137,1
all-fast,125,2.97,4,0.90,5.15996e+07,3.5473e+07,0.68747,0.000163466,1
all-fast,125,2.97,4,1.20,6.22415e+07,3.6766e+07,0.5907,0.000183998,1
all-fast,125,2.97,4,1.50,7.36592e+07,3.922817e+07,0.53256,0.000203884,1
all-fast,125,2.97,4,1.80,8.57784e+07,4.1244e+07,0.48082,0.000225843,1
all-fast,125,2.97,4,2.10,9.84056e+07,4.298433e+07,0.43681,0.000248084,1
all-fast,125,2.97,4,2.40,1.11569e+08,4.460067e+07,0.39976,0.000269137,1
all-fast,125,2.97,4,2.70,1.25166e+08,4.532333e+07,0.36211,0.000293086,1
all-fast,125,2.97,5,0.90,8.78145e+07,6.324833e+07,0.72025,0.000220021,1
all-fast,125,2.97,5,1.20,1.06789e+08,6.595583e+07,0.61763,0.000248837,1
all-fast,125,2.97,5,1.50,1.27388e+08,7.078e+07,0.55563,0.000281512,1
all-fast,125,2.97,5,1.80,1.49257e+08,7.4625e+07,0.49998,0.000314245,1
all-fast,125,2.97,5,2.10,1.72163e+08,7.793e+07,0.45265,0.000347421,1
all-fast,125,2.97,5,2.40,1.96015e+08,8.051333e+07,0.41075,0.00038128,1
all-fast,125,2.97,5,2.70,2.20471e+08,8.152e+07,0.36975,0.00041619,0
all-fast,125,2.97,6,0.90,1.55908e+08,1.1712e+08,0.75121,0.000299059,1
all-fast,125,2.97,6,1.20,1.91044e+08,1.21525e+08,0.63611,0.000348906,1
all-fast,125,2.97,6,1.50,2.28823e+08,1.287083e+08,0.56248,0.000396371,0
all-fast,125,2.97,6,1.80,2.68269e+08,1.3296e+08,0.49562,0.000443939,0
all-fast,125,2.97,6,2.10,3.08599e+08,1.353233e+08,0.43851,0.00049165,0
all-fast,125,2.97,6,2.40,3.49463e+08,1.345433e+08,0.385,0.000539277,0
all-fast,125,2.97,6,2.70,3.89325e+08,1.328733e+08,0.34129,0.00058799,0
all-fast,125,2.97,7,0.90,2.74912e+08,2.000733e+08,0.72777,0.000443603,0
all-fast,125,2.97,7,1.20,3.34934e+08,2.031583e+08,0.60656,0.000508622,0
all-fast,125,2.97,7,1.50,3.96807e+08,2.059133e+08,0.51893,0.000580531,0
all-fast,125,2.97,7,1.80,4.58482e+08,2.033167e+08,0.44346,0.000655013,0
all-fast,125,2.97,7,2.10,5.18797e+08,1.957483e+08,0.37731,0.000724885,0
all-fast,125,2.97,7,2.40,5.75931e+08,1.8835e+08,0.32704,0.000792242,0
all-fast,125,2.97,7,2.70,6.31807e+08,1.862533e+08,0.29479,0.000859939,0
all-fast,125,3.30,0,0.90,5906890,3648667,0.6177,0.0001002,0
all-fast,125,3.30,0,1.20,7001490,3740283,0.53421,0.000107453,0
all-fast,125,3.30,0,1.50,8151060,3881983,0.47626,0.000115129,0
all-fast,125,3.30,0,1.80,9330680,3974233,0.42593,0.000123502,0
all-fast,125,3.30,0,2.10,1.05356e+07,4024533,0.38199,0.000131122,1
all-fast,125,3.30,0,2.40,1.17454e+07,4107667,0.34973,0.000140313,1
all-fast,125,3.30,0,2.70,1.30002e+07,4182667,0.32174,0.000147756,1
all-fast,125,3.30,1,0.90,9545470,5978100,0.62628,0.000112656,0
all-fast,125,3.30,1,1.20,1.13389e+07,6124883,0.54017,0.00012253,1
all-fast,125,3.30,1,1.50,1.32204e+07,6360000,0.48107,0.000134745,1
all-fast,125,3.30,1,1.80,1.51549e+07,6550333,0.43223,0.000145442,1
all-fast,125,3.30,1,2.10,1.71506e+07,6695667,0.3904,0.000155102,1
all-fast,125,3.30,1,2.40,1.91723e+07,6835667,0.35654,0.00016747,1
all-fast,125,3.30,1,2.70,2.1252e+07,6932333,0.3262,0.000178701,1
all-fast,125,3.30,2,0.90,1.5817e+07,1.008933e+07,0.63788,0.000124651,1
all-fast,125,3.30,2,1.20,1.88438e+07,1.034883e+07,0.54919,0.000138294,1
all-fast,125,3.30,2,1.50,2.20263e+07,1.086117e+07,0.4931,0.000151743,1
all-fast,125,3.30,2,1.80,2.53605e+07,1.12235e+07,0.44256,0.00016449,1
all-fast,125,3.30,2,2.10,2.87604e+07,1.147717e+07,0.39906,0.00017648,1
all-fast,125,3.30,2,2.40,3.22468e+07,1.17e+07,0.36283,0.000190461,1
all-fast,125,3.30,2,2.70,3.57804e+07,1.177867e+07,0.32919,0.000204577,1
all-fast,125,3.30,3,0.90,2.59681e+07,1.6909e+07,0.65115,0.000153872,1
all-fast,125,3.30,3,1.20,3.10408e+07,1.743717e+07,0.56175,0.000172848,1
all-fast,125,3.30,3,1.50,3.64304e+07,1.833667e+07,0.50333,0.000191338,1
all-fast,125,3.30,3,1.80,4.20428e+07,1.899733e+07,0.45186,0.000211441,1
all-fast,125,3.30,3,2.10,4.78288e+07,1.96025e+07,0.40985,0.0002281,1
all-fast,125,3.30,3,2.40,5.38043e+07,2.01945e+07,0.37533,0.000249433,1
all-fast,125,3.30,3,2.70,5.99455e+07,2.047067e+07,0.34149,0.000268633,1
all-fast,125,3.30,4,0.90,4.57308e+07,3.047567e+07,0.66641,0.000172062,1
all-fast,125,3.30,4,1.20,5.48735e+07,3.148617e+07,0.5738,0.000194033,1
all-fast,125,3.30,4,1.50,6.46225e+07,3.324517e+07,0.51445,0.000214588,1
all-fast,125,3.30,4,1.80,7.48206e+07,3.483567e+07,0.46559,0.00023763,1
all-fast,125,3.30,4,2.10,8.55239e+07,3.612067e+07,0.42235,0.000258614,1
all-fast,125,3.30,4,2.40,9.6493e+07,3.73835e+07,0.38742,0.000281732,1
all-fast,125,3.30,4,2.70,1.07954e+08,3.820333e+07,0.35389,0.000305155,1
all-fast,125,3.30,5,0.90,7.67688e+07,5.320267e+07,0.69302,0.000231619,1
all-fast,125,3.30,5,1.20,9.27296e+07,5.535533e+07,0.59695,0.000261029,1
all-fast,125,3.30,5,1.50,1.09982e+08,5.918233e+07,0.53811,0.000292888,1
all-fast,125,3.30,5,1.80,1.28239e+08,6.241833e+07,0.48673,0.000326251,1
all-fast,125,3.30,5,2.10,1.47433e+08,6.542667e+07,0.44377,0.000360185,1
all-fast,125,3.30,5,2.40,1.67495e+08,6.806667e+07,0.40638,0.000394722,1
all-fast,125,3.30,5,2.70,1.88273e+08,6.926e+07,0.36787,0.000429066,1
all-fast,125,3.30,6,0.90,1.3467e+08,9.864e+07,0.73246,0.000315746,1
all-fast,125,3.30,6,1.20,1.64262e+08,1.028967e+08,0.62642,0.000361867,1
all-fast,125,3.30,6,1.50,1.96408e+08,1.102367e+08,0.56126,0.000411069,1
all-fast,125,3.30,6,1.80,2.30404e+08,1.157233e+08,0.50226,0.000461984,0
all-fast,125,3.30,6,2.10,2.65842e+08,1.19855e+08,0.45085,0.000513325,0
all-fast,125,3.30,6,2.40,3.02317e+08,1.224383e+08,0.405,0.000563813,0
all-fast,125,3.30,6,2.70,3.39305e+08,1.232933e+08,0.36337,0.000613336,0
all-fast,125,3.30,7,0.90,2.36861e+08,1.766067e+08,0.74561,0.0004593,0
all-fast,125,3.30,7,1.20,2.89843e+08,1.818767e+08,0.6275,0.000532797,0
all-fast,125,3.30,7,1.50,3.45987e+08,1.895533e+08,0.54786,0.000607418,0
all-fast,125,3.30,7,1.80,4.03575e+08,1.921883e+08,0.47621,0.000682589,0
all-fast,125,3.30,7,2.10,4.613e+08,1.915167e+08,0.41517,0.000756293,0
all-fast,125,3.30,7,2.40,5.18485e+08,1.8832e+08,0.36321,0.000830214,0
all-fast,125,3.30,7,2.70,5.74292e+08,1.860233e+08,0.32392,0.0009065,0
all-fast,125,3.63,0,0.90,5553130,3331300,0.5999,0.000108619,0
all-fast,125,3.63,0,1.20,6552520,3407217,0.51999,0.000115673,0
all-fast,125,3.63,0,1.50,7597460,3512383,0.46231,0.000122626,0
all-fast,125,3.63,0,1.80,8659950,3599400,0.41564,0.000129788,0
all-fast,125,3.63,0,2.10,9757100,3665917,0.37572,0.000139531,0
all-fast,125,3.63,0,2.40,1.08595e+07,3701500,0.34085,0.000145992,1
all-fast,125,3.63,0,2.70,1.1978e+07,3728333,0.31127,0.00015447,1
all-fast,125,3.63,1,0.90,8887830,5371567,0.60437,0.000121801,0
all-fast,125,3.63,1,1.20,1.04993e+07,5519117,0.52567,0.000132195,1
all-fast,125,3.63,1,1.50,1.21993e+07,5742333,0.47071,0.000143658,1
all-fast,125,3.63,1,1.80,1.39447e+07,5894000,0.42267,0.000152109,1
all-fast,125,3.63,1,2.10,1.57357e+07,5994000,0.38092,0.000165468,1
all-fast,125,3.63,1,2.40,1.75411e+07,6094167,0.34742,0.000175602,1
all-fast,125,3.63,1,2.70,1.93922e+07,6170333,0.31819,0.000185585,1
all-fast,125,3.63,2,0.90,1.46381e+07,9043333,0.61779,0.000134038,1
all-fast,125,3.63,2,1.20,1.73511e+07,9290833,0.53546,0.000147178,1
all-fast,125,3.63,2,1.50,2.02126e+07,9694000,0.4796,0.000159487,1
all-fast,125,3.63,2,1.80,2.31675e+07,9970833,0.43038,0.000172343,1
all-fast,125,3.63,2,2.10,2.61951e+07,1.0171e+07,0.38828,0.000186025,1
all-fast,125,3.63,2,2.40,2.92701e+07,1.039817e+07,0.35525,0.000200628,1
all-fast,125,3.63,2,2.70,3.2434e+07,1.054633e+07,0.32516,0.000213425,1
all-fast,125,3.63,3,0.90,2.37867e+07,1.501e+07,0.63102,0.000164881,1
all-fast,125,3.63,3,1.20,2.82897e+07,1.546117e+07,0.54653,0.000182017,1
all-fast,125,3.63,3,1.50,3.30634e+07,1.6175e+07,0.48921,0.000202456,1
all-fast,125,3.63,3,1.80,3.79947e+07,1.675867e+07,0.44108,0.00021918,1
all-fast,125,3.63,3,2.10,4.31186e+07,1.730083e+07,0.40124,0.000240932,1
all-fast,125,3.63,3,2.40,4.83752e+07,1.764517e+07,0.36476,0.000261057,1
all-fast,125,3.63,3,2.70,5.37057e+07,1.776833e+07,0.33085,0.000279716,1
all-fast,125,3.63,4,0.90,4.17072e+07,2.693333e+07,0.64577,0.000184606,1
all-fast,125,3.63,4,1.20,4.97872e+07,2.768567e+07,0.55608,0.000205029,1
all-fast,125,3.63,4,1.50,5.83186e+07,2.910833e+07,0.49913,0.000224992,1
all-fast,125,3.63,4,1.80,6.72522e+07,3.030167e+07,0.45057,0.000248821,1
all-fast,125,3.63,4,2.10,7.64996e+07,3.136233e+07,0.40997,0.000270238,1
all-fast,125,3.63,4,2.40,8.60696e+07,3.23435e+07,0.37578,0.000296204,1
all-fast,125,3.63,4,2.70,9.59057e+07,3.2787e+07,0.34187,0.000317911,1
all-fast,125,3.63,5,0.90,6.91535e+07,4.617633e+07,0.66774,0.000243253,1
all-fast,125,3.63,5,1.20,8.30064e+07,4.790183e+07,0.57709,0.000273357,1
all-fast,125,3.63,5,1.50,9.78946e+07,5.093933e+07,0.52035,0.000307148,1
all-fast,125,3.63,5,1.80,1.1357e+08,5.3549e+07,0.47151,0.000339491,1
all-fast,125,3.63,5,2.10,1.30024e+08,5.593167e+07,0.43016,0.000374886,1
all-fast,125,3.63,5,2.40,1.47129e+08,5.834667e+07,0.39657,0.000409613,1
all-fast,125,3.63,5,2.70,1.65032e+08,5.967667e+07,0.36161,0.000445558,1
all-fast,125,3.63,6,0.90,1.19976e+08,8.472667e+07,0.7062,0.000328465,1
all-fast,125,3.63,6,1.20,1.45394e+08,8.839167e+07,0.60795,0.000378231,1
all-fast,125,3.63,6,1.50,1.73011e+08,9.491e+07,0.54858,0.000428531,1
all-fast,125,3.63,6,1.80,2.0234e+08,1.003333e+08,0.49587,0.00047959,0
all-fast,125,3.63,6,2.10,2.33211e+08,1.04715e+08,0.44901,0.000530809,0
all-fast,125,3.63,6,2.40,2.65169e+08,1.079133e+08,0.40696,0.000585623,0
all-fast,125,3.63,6,2.70,2.97959e+08,1.093e+08,0.36683,0.000637149,0
all-fast,125,3.63,7,0.90,2.08603e+08,1.541767e+08,0.73909,0.000478867,0
all-fast,125,3.63,7,1.20,2.54856e+08,1.59985e+08,0.62775,0.000554422,0
all-fast,125,3.63,7,1.50,3.04594e+08,1.69595e+08,0.55679,0.000631937,0
all-fast,125,3.63,7,1.80,3.56613e+08,1.75525e+08,0.4922,0.000713996,0
all-fast,125,3.63,7,2.10,4.09909e+08,1.7851e+08,0.43549,0.00079137,0
all-fast,125,3.63,7,2.40,4.63719e+08,1.7919e+08,0.38642,0.000867884,0
all-fast,125,3.63,7,2.70,5.17423e+08,1.790133e+08,0.34597,0.000944572,0
all-slow,-40,2.97,0,0.90,3583780,2227667,0.6216,2.81617e-05,0
all-slow,-40,2.97,0,1.20,4252080,2336700,0.54954,3.13217e-05,0
all-slow,-40,2.97,0,1.50,4985800,2525200,0.50648,3.4145e-05,0
all-slow,-40,2.97,0,1.80,5767200,2617000,0.45377,3.73998e-05,0
all-slow,-40,2.97,0,2.10,6556000,2664617,0.40644,4.14867e-05,0
all-slow,-40,2.97,0,2.40,7365970,2768200,0.37581,4.51885e-05,0
all-slow,-40,2.97,0,2.70,8216920,2836500,0.3452,4.86951e-05,0
all-slow,-40,2.97,1,0.90,5868770,3633900,0.61919,3.38061e-05,0
all-slow,-40,2.97,1,1.20,6958940,3866283,0.55559,3.79094e-05,0
all-slow,-40,2.97,1,1.50,8188540,4178500,0.51029,4.25278e-05,0
all-slow,-40,2.97,1,1.80,9466040,4328767,0.45729,4.67334e-05,0
all-slow,-40,2.97,1,2.10,1.07858e+07,4478433,0.41522,5.25625e-05,1
all-slow,-40,2.97,1,2.40,1.21531e+07,4595000,0.37809,5.67488e-05,1
all-slow,-40,2.97,1,2.70,1.35428e+07,4632333,0.34205,6.26132e-05,1
all-slow,-40,2.97,2,0.90,1.00119e+07,6362000,0.63544,3.91664e-05,1
all-slow,-40,2.97,2,1.20,1.19205e+07,6674000,0.55988,4.35326e-05,1
all-slow,-40,2.97,2,1.50,1.40163e+07,7226500,0.51558,4.99335e-05,1
all-slow,-40,2.97,2,1.80,1.62564e+07,7623333,0.46894,5.51553e-05,1
all-slow,-40,2.97,2,2.10,1.85903e+07,7874000,0.42355,6.0494e-05,1
all-slow,-40,2.97,2,2.40,2.09808e+07,8087167,0.38546,6.65516e-05,1
all-slow,-40,2.97,2,2.70,2.34426e+07,8206000,0.35005,7.24261e-05,1
all-slow,-40,2.97,3,0.90,1.65398e+07,1.075933e+07,0.65051,5.12086e-05,1
all-slow,-40,2.97,3,1.20,1.97676e+07,1.133333e+07,0.57333,5.80492e-05,1
all-slow,-40,2.97,3,1.50,2.33398e+07,1.2274e+07,0.52588,6.60623e-05,1
all-slow,-40,2.97,3,1.80,2.7132e+07,1.288917e+07,0.47505,7.4425e-05,1
all-slow,-40,2.97,3,2.10,3.10733e+07,1.340817e+07,0.4315,8.3238e-05,1
all-slow,-40,2.97,3,2.40,3.51769e+07,1.388217e+07,0.39464,9.21986e-05,1
all-slow,-40,2.97,3,2.70,3.94026e+07,1.408567e+07,0.35748,0.000100112,1
all-slow,-40,2.97,4,0.90,2.78875e+07,1.8306e+07,0.65642,5.73029e-05,1
all-slow,-40,2.97,4,1.20,3.33793e+07,1.950283e+07,0.58428,6.49214e-05,1
all-slow,-40,2.97,4,1.50,3.95892e+07,2.1305e+07,0.53815,7.28882e-05,1
all-slow,-40,2.97,4,1.80,4.61623e+07,2.23445e+07,0.48404,8.30931e-05,1
all-slow,-40,2.97,4,2.10,5.29959e+07,2.31825e+07,0.43744,9.32192e-05,1
all-slow,-40,2.97,4,2.40,6.00718e+07,2.386883e+07,0.39734,0.000102396,1
all-slow,-40,2.97,4,2.70,6.73172e+07,2.415133e+07,0.35877,0.000113643,1
all-slow,-40,2.97,5,0.90,4.70321e+07,3.1326e+07,0.66606,7.8274e-05,1
all-slow,-40,2.97,5,1.20,5.64299e+07,3.348167e+07,0.59333,9.1122e-05,1
all-slow,-40,2.97,5,1.50,6.71211e+07,3.674333e+07,0.54742,0.000105202,1
all-slow,-40,2.97,5,1.80,7.84759e+07,3.865733e+07,0.4926,0.000119024,1
all-slow,-40,2.97,5,2.10,9.03155e+07,3.98185e+07,0.44088,0.000134265,1
all-slow,-40,2.97,5,2.40,1.02367e+08,4.076417e+07,0.39822,0.000148916,1
all-slow,-40,2.97,5,2.70,1.14774e+08,4.135667e+07,0.36033,0.000165031,1
all-slow,-40,2.97,6,0.90,8.32361e+07,5.635633e+07,0.67707,0.000114562,1
all-slow,-40,2.97,6,1.20,1.00143e+08,5.937483e+07,0.5929,0.000132943,1
all-slow,-40,2.97,6,1.50,1.18861e+08,6.3975e+07,0.53823,0.000153701,1
all-slow,-40,2.97,6,1.80,1.38528e+08,6.660833e+07,0.48083,0.000174415,1
all-slow,-40,2.97,6,2.10,1.58826e+08,6.816833e+07,0.4292,0.000197692,1
all-slow,-40,2.97,6,2.40,1.79429e+08,6.864667e+07,0.38258,0.000219327,1
all-slow,-40,2.97,6,2.70,2.00014e+08,6.861667e+07,0.34306,0.000240629,0
all-slow,-40,2.97,7,0.90,1.41271e+08,9.286667e+07,0.65737,0.000172249,1
all-slow,-40,2.97,7,1.20,1.69131e+08,9.729833e+07,0.57528,0.000201523,1
all-slow,-40,2.97,7,1.50,1.9965e+08,1.0298e+08,0.5158,0.000234271,1
all-slow,-40,2.97,7,1.80,2.30919e+08,1.049467e+08,0.45447,0.000266435,0
all-slow,-40,2.97,7,2.10,2.62618e+08,1.053183e+08,0.40103,0.000300343,0
all-slow,-40,2.97,7,2.40,2.9411e+08,1.043383e+08,0.35476,0.000332892,0
all-slow,-40,2.97,7,2.70,3.25221e+08,1.037033e+08,0.31887,0.000366074,0
all-slow,-40,3.30,0,0.90,3202060,1907633,0.59575,3.1941e-05,0
all-slow,-40,3.30,0,1.20,3774350,2005350,0.53131,3.39666e-05,0
all-slow,-40,3.30,0,1.50,4405270,2156600,0.48955,3.68996e-05,0
all-slow,-40,3.30,0,1.80,5068310,2233433,0.44067,4.15197e-05,0
all-slow,-40,3.30,0,2.10,5745330,2267850,0.39473,4.50468e-05,0
all-slow,-40,3.30,0,2.40,6429020,2269883,0.35307,4.85835e-05,0
all-slow,-40,3.30,0,2.70,7107260,2260800,0.3181,5.19016e-05,0
all-slow,-40,3.30,1,0.90,5161570,3103200,0.60121,3.73492e-05,0
all-slow,-40,3.30,1,1.20,6092530,3255417,0.53433,4.17082e-05,0
all-slow,-40,3.30,1,1.50,7114820,3512000,0.49362,4.59178e-05,0
all-slow,-40,3.30,1,1.80,8199730,3662433,0.44665,5.09363e-05,0
all-slow,-40,3.30,1,2.10,9312280,3722283,0.39972,5.51564e-05,0
all-slow,-40,3.30,1,2.40,1.04331e+07,3811033,0.36528,6.07003e-05,1
all-slow,-40,3.30,1,2.70,1.15989e+07,3886000,0.33503,6.75915e-05,1
all-slow,-40,3.30,2,0.90,8718210,5276967,0.60528,4.24245e-05,0
all-slow,-40,3.30,2,1.20,1.03013e+07,5576817,0.54137,4.75646e-05,1
all-slow,-40,3.30,2,1.50,1.20643e+07,5999667,0.49731,5.34912e-05,1
all-slow,-40,3.30,2,1.80,1.39011e+07,6212833,0.44693,5.85094e-05,1
all-slow,-40,3.30,2,2.10,1.5792e+07,6436667,0.40759,6.53483e-05,1
all-slow,-40,3.30,2,2.40,1.77631e+07,6559000,0.36925,7.13032e-05,1
all-slow,-40,3.30,2,2.70,1.97274e+07,6547667,0.33191,7.71843e-05,1
all-slow,-40,3.30,3,0.90,1.41736e+07,8717333,0.61504,5.51e-05,1
all-slow,-40,3.30,3,1.20,1.67888e+07,9212333,0.54872,6.30875e-05,1
all-slow,-40,3.30,3,1.50,1.9701e+07,1.003717e+07,0.50947,7.15068e-05,1
all-slow,-40,3.30,3,1.80,2.28111e+07,1.05365e+07,0.4619,7.8466e-05,1
all-slow,-40,3.30,3,2.10,2.60229e+07,1.0789e+07,0.4146,8.8442e-05,1
all-slow,-40,3.30,3,2.40,2.92845e+07,1.11965e+07,0.38234,9.75454e-05,1
all-slow,-40,3.30,3,2.70,3.27408e+07,1.1521e+07,0.35189,0.000106453,1
all-slow,-40,3.30,4,0.90,2.36571e+07,1.495367e+07,0.6321,6.08003e-05,1
all-slow,-40,3.30,4,1.20,2.81432e+07,1.58165e+07,0.562,6.97634e-05,1
all-slow,-40,3.30,4,1.50,3.3147e+07,1.720967e+07,0.51919,7.88112e-05,1
all-slow,-40,3.30,4,1.80,3.8469e+07,1.81295e+07,0.47128,8.91005e-05,1
all-slow,-40,3.30,4,2.10,4.40247e+07,1.876783e+07,0.4263,9.85491e-05,1
all-slow,-40,3.30,4,2.40,4.97297e+07,1.916333e+07,0.38535,0.000108554,1
all-slow,-40,3.30,4,2.70,5.55227e+07,1.931e+07,0.34779,0.000120247,1
all-slow,-40,3.30,5,0.90,3.92213e+07,2.550267e+07,0.65022,8.60095e-05,1
all-slow,-40,3.30,5,1.20,4.68721e+07,2.7099e+07,0.57815,9.79296e-05,1
all-slow,-40,3.30,5,1.50,5.54807e+07,2.970317e+07,0.53538,0.000111115,1
all-slow,-40,3.30,5,1.80,6.4694e+07,3.133417e+07,0.48434,0.000127749,1
all-slow,-40,3.30,5,2.10,7.42812e+07,3.243433e+07,0.43664,0.000142095,1
all-slow,-40,3.30,5,2.40,8.41546e+07,3.3566e+07,0.39886,0.000157453,1
all-slow,-40,3.30,5,2.70,9.44208e+07,3.422067e+07,0.36243,0.000172643,1
all-slow,-40,3.30,6,0.90,6.90234e+07,4.623267e+07,0.66981,0.00012075,1
all-slow,-40,3.30,6,1.20,8.28932e+07,4.903967e+07,0.5916,0.000140736,1
all-slow,-40,3.30,6,1.50,9.84472e+07,5.3758e+07,0.54606,0.000161514,1
all-slow,-40,3.30,6,1.80,1.15148e+08,5.685633e+07,0.49377,0.00018532,1
all-slow,-40,3.30,6,2.10,1.32561e+08,5.914667e+07,0.44618,0.000206129,1
all-slow,-40,3.30,6,2.40,1.50636e+08,6.121167e+07,0.40635,0.000230002,1
all-slow,-40,3.30,6,2.70,1.69288e+08,6.217333e+07,0.36726,0.000253763,1
all-slow,-40,3.30,7,0.90,1.17655e+08,8.055e+07,0.68463,0.000181755,1
all-slow,-40,3.30,7,1.20,1.4182e+08,8.544833e+07,0.60251,0.000212534,1
all-slow,-40,3.30,7,1.50,1.68924e+08,9.280667e+07,0.5494,0.000246532,1
all-slow,-40,3.30,7,1.80,1.97504e+08,9.661167e+07,0.48916,0.000281266,1
all-slow,-40,3.30,7,2.10,2.26891e+08,9.856333e+07,0.43441,0.000315565,0
all-slow,-40,3.30,7,2.40,2.56642e+08,9.965333e+07,0.3883,0.000351362,0
